"December 16, 2011",2.75,2.90,2.75,2.80,10360000,0
"December 16, 2013",10.05,10.10,9.60,10.00,15650000,0
"December 16, 2013",10.05,10.10,9.60,10.00,15650000,0
"December 16, 2014",13.90,14.05,13.80,13.90,45890000,0
"December 17, 2008",3.35,3.50,3.30,3.35,3170000,0
"December 17, 2009",4.50,4.60,4.50,4.55,7410000,0
"December 17, 2010",4.70,4.75,4.70,4.70,3660000,0
"December 17, 2012",5.05,5.10,5.00,5.00,6410000,0
"December 17, 2013",10.00,10.00,9.70,9.85,22460000,0
"December 17, 2013",10.00,10.00,9.70,9.85,22460000,0
